Código do Município;Município;Estado;Região;Região Metropolitana;Ano de Referência;Código do Prestador;Prestador;Sigla do Prestador;Natureza Jurídica;POP_TOT - População total do município (Fonte: IBGE):;POP_URB - População urbana do município (Fonte: IBGE);CS001 - Existe coleta seletiva formalizada pela prefeitura no município?;CS050 - População urbana do município atendida com a coleta seletiva do tipo porta a porta executada pela Prefeitura (ou SLU);FN201 - A Prefeitura (Prestadora) cobra pelos serviços de coleta regular, transporte e destinação final de RSU (Antigo campo GE012);FN220 - Despesa total com serviços de manejo de RSU (Antigo campo GE007);FN221 - Receita orçada com a cobrança de taxas e tarifas referentes à gestão e manejo de RSU (Antigo campo GE005);FN222 - Receita arrecadada com taxas e tarifas referentes à gestão e manejo de RSU (Antigo campo GE006);FN223 - Despesa Corrente da Prefeitura durante o ano com TODOS os serviços do município (saúde, educação, pagamento de pessoal, etc.). (Antigo campo GE010);FN224 - A Prefeitura recebeu algum recurso federal para aplicação no setor de manejo de RSU? (Antigo campo GE025);FN225 - Valor repassado (Antigo campo GE026);FN226 - Tipo de recurso (Antigo campo GE028);PO021 - O município definiu mecanismos de participação e controle social?;PO036 - Limpeza pública e manejo de resíduos sólidos;PO040 - As metas do plano para os resíduos sólidos estão sendo alcançadas?;PO042 - O município é integrante de algum CONSÓRCIO INTERMUNICIPAL regulamentado pela Lei nº 11.107/2005 que tenha entre suas atribuições específicas a gestão ou prestação de um ou mais serviços de manejo de RSU (serviços de coleta de resíduos domiciliares ou públicos, operações de aterro sanitário etc.);PO044 - Qual o ano de adesão do município ao referido consórcio intermunicipal?;PO048 - O Município possui Plano Municipal de Gestão Integrada de Resíduos Sólidos (PMGIRS) conforme a Lei nº 12.305/2010 que trata da Política Nacional de Resíduos Sólidos?;PO049 - Quando foi aprovado?;PO050 - O Plano de Gestão de Resíduos Sólidos referido anteriormente é individualizado (somente para o município) ou é intermunicipal (regional) contemplando também outros municípios? ATENÇÃO: Não considerar o Plano Estadual como resposta!!!;PO051 - Quais os demais municípios abrangidos pelo Plano de Gestão [Regional]?;TB014 - Quantidade de trabalhadores de agentes privados envolvidos nos serviços de manejo de RSU (Antigo campo GE016);IN006 - Despesa per capita com manejo de rsu em relação à população urbana
290140;Angical;BA;Nordeste    ;;2020;29014040;Prefeitura Municipal de Angical;PMA;Administração pública direta;13.938;6.468;Não;;Não;772.332,00;;;25.000.000,00;Não;;;;;;Não;;Não;;;;0;119,41
290150;Anguera;BA;Nordeste    ;;2020;29015040;Prefeitura Municipal de Anguera;PMA;Administração pública direta;11.297;4.772;Não;;Não;423.744,24;;;22.947.059,03;;;;;Sim;Sim;Não;;Não;;;;0;88,8
290160;Antas;BA;Nordeste    ;;2020;29016040;Prefeitura Municipal de Antas;PMA;Administração pública direta;19.479;7.257;Não;;Não;2.419.799,84;;;36.886.769,30;Não;;;;;;Não;;Não;;;;56;333,44
290180;Antônio Gonçalves;BA;Nordeste    ;;2020;29018040;Prefeitura Municipal de Antônio Gonçalves;PMAG;Empresa pública;11.878;6.236;Não;;Não;612.000,00;;;29.355.945,99;Não;;;;;;Não;;Não;;;;10;98,14
290200;Aracatu;BA;Nordeste    ;;2020;29020040;Prefeitura Municipal de Aracatu;PMA;Administração pública direta;13.045;3.738;Não;;Não;1.288.684,48;;;35.108.652,27;;;;;;;Não;;Não;;;;0;344,75
290210;Araci;BA;Nordeste    ;;2020;29021040;Prefeitura Municipal de Araci;PMA;Administração pública direta;54.648;20.777;Não;;Não;2.066.000,00;;;171.632.500,00;;;;;;;Não;;Não;;;;100;99,44
290220;Aramari;BA;Nordeste    ;;2020;29022040;PREFEITURA MUNICIPAL DE ARAMARI;PMA;Administração pública direta;11.461;5.853;Não;;Não;101.726,50;;;29.587.941,16;Não;;;;;;Não;;Sim;;Municipal;;0;17,38
290225;Arataca;BA;Nordeste    ;;2020;29022540;Prefeitura Municipal de Arataca;PMA;Administração pública direta;10.961;5.894;Não;;Não;396.500,00;;;58.365.704,00;Não;;;Sim;;;Não;;Não;;;;0;67,27
290240;Aurelino Leal;BA;Nordeste    ;;2020;29024040;Prefeitura Municipal de Aurelino Leal;PMAL;Administração pública direta;11.299;9.496;Não;;Não;1.562.481,25;;;32.054.553,49;Não;;;;;;Não;;Não;;;;0;164,54
290260;Baixa Grande;BA;Nordeste    ;;2020;29026040;PREFEITURA MUNICIPAL DE BAIXA GRANDE;PMBG;Administração pública direta;20.449;8.500;Não;;Não;2.224.018,50;;;64.245.196,71;Não;;;;;;Não;;Sim;set/15;Municipal;;40;261,65
290265;Banzaê;BA;Nordeste    ;;2020;29026540;PREFEITURA MUNICIPAL DE BANZAÊ;PMB;Administração pública direta;13.240;4.530;Não;;Não;702.772,44;;;33.957.366,11;;;;;;;Sim;;Não;;;;32;155,14
290270;Barra;BA;Nordeste    ;;2020;29027040;PREFEITURA MUNICIPAL DA BARRA;PMB;Administração pública direta;53.910;24.532;Não;;Não;2.687.373,00;;;69.168.664,98;Não;;;;Sim;Não;Não;;Não;;;;32;109,55
290280;Barra da Estiva;BA;Nordeste    ;;2020;29028040;PREFEITURA MUNICIPAL DE BARRA DA ESTIVA;PMBE;Empresa pública;20.392;10.014;Não;;Não;1.281.507,48;;;50.229.571,68;Não;;;;;;Não;;Não;;;;0;127,97
290310;Barra do Rocha;BA;Nordeste    ;;2020;29031040;Prefeitura Municipal de Barra do Rocha;PMBR;Administração pública direta;5.612;3.383;Não;;Não;1.137.902,06;;;21.021.687,55;Não;;;Sim;Sim;Não;Não;;Não;;;;10;336,36
290320;Barreiras;BA;Nordeste    ;;2020;29032040;Secretaria de Infra-Estrutura;SEINFRA;Administração pública direta;156.975;141.342;Não;;Não;20.230.551,80;;;573.829.436,02;Não;;;;;;Sim;;Sim;jun/15;Municipal;;207;143,13
290323;Barro Alto;BA;Nordeste    ;;2020;29032340;Secretari Municipal de Meio Ambiente e Desemvolvimento Sustentável;SMMADS;Administração pública direta;15.054;7.423;Não;;Não;1.100.000,00;;;20.000.000,00;;;;;;;Não;;Não;;;;0;148,19
290327;Barrocas;BA;Nordeste    ;;2020;29032740;Prefeitura Municipal de Barrocas;PMB;Administração pública direta;16.105;6.463;Não;;Não;1.183.297,52;;;46.700.092,80;Não;;;;;;Não;;Não;;;;38;183,09
290350;Belo Campo;BA;Nordeste    ;;2020;29035040;Prefeitura Municipal de Belo Campo;PMBC;Administração pública direta;17.109;9.642;Não;;Não;832.970,00;;;54.148.000,00;Não;;;Sim;Sim;O primeiro ano previsto para as metas é posterior a este ano de referência;Não;;Não;;;;12;86,39
290380;Boa Vista do Tupim;BA;Nordeste    ;;2020;29038040;Prefeitura Municipal de Boa Vista do Tupim;PMBVT;Administração pública direta;18.531;6.791;Não;;Não;2.280.280,00;;;46.361.810,45;Não;;;;;;Não;;Não;;;;50;335,78
290390;Bom Jesus da Lapa;BA;Nordeste    ;;2020;29039040;Prefeitura Municipal de Bom Jesus da Lapa;PM;Administração pública direta;69.662;47.296;Sim;;Não;958.000,00;;;225.636.130,42;Não;;;Sim;Sim;Não;Não;;Não;;;;0;20,26
290395;Bom Jesus da Serra;BA;Nordeste    ;;2020;29039540;PREFEITURA MUNICIPAL DE BOM JESUS DA SERRA;BA;Administração pública direta;9.823;2.689;Não;;Não;894.600,18;;;28.113.983,39;Não;;;;;;Não;;Não;;;;0;332,69
290420;Botuporã;BA;Nordeste    ;;2020;29042040;Prefeitura Municipal de Botuporã;PMB;Administração pública direta;10.129;3.701;Não;;Não;130.000,00;;;32.041.118,43;;;;;;;Não;;Não;;;;0;35,13
290430;Brejões;BA;Nordeste    ;;2020;29043040;Prefeitura Municipal de Brejões;PMB;Administração pública direta;14.222;4.916;Não;;Não;1.659.923,48;;;41.812.921,64;Não;;;;;;Sim;;Não;;;;0;337,66
290440;Brejolândia;BA;Nordeste    ;;2020;29044040;Prefeitura Municipal de Brejolândia;PMB;Administração pública direta;10.618;1.902;Não;;Não;40.000,00;;;450.000,00;;;;;;;Não;;Não;;;;0;21,03
290450;Brotas de Macaúbas;BA;Nordeste    ;;2020;29045040;Prefeitura Municipal d Brotas de Macaúbas;PMBM;Administração pública direta;10.130;2.947;Não;;Não;374.431,20;;;30.932.320,10;Não;;;Sim;Sim;O primeiro ano previsto para as metas é posterior a este ano de referência;Não;;Não;;;;19;127,06
290460;Brumado;BA;Nordeste    ;;2020;29046040;Prefeitura Municipal de Brumado;PMB;Administração pública direta;67.335;47.040;Sim;;Não;6.551.230,00;;;183.121.091,48;Não;;;Sim;Não;;Não;;Não;;;;122;139,27
290475;Buritirama;BA;Nordeste    ;;2020;29047540;PREFEITURA MUNICIPAL DE BURITIRAMA;PMB;Administração pública direta;21.276;8.581;Não;;Não;757.200,00;;;51.494.151,08;;;;;;;Não;;Sim;dez/16;Municipal;;0;88,24
290480;Caatiba;BA;Nordeste    ;;2020;29048040;Prefeitura Municipal de Caatiba;PMC;Administração pública direta;6.488;3.067;Não;;Não;677.600,00;;;22.532.705,37;Não;;;;;;Não;;Não;;;;0;220,93
290485;Cabaceiras do Paraguaçu;BA;Nordeste    ;;2020;29048540;PREFEITURA MUNICIPAL DE CABACEIRAS DO PARAGUAÇU;PMCP;Administração pública direta;18.911;5.069;Não;;Não;2.320.411,80;;;47.326.869,55;Não;;;;;;Não;;Não;;;;0;457,77
290500;Caculé;BA;Nordeste    ;;2020;29050040;Prefeitura Municipal de Caculé;PMC;Administração pública direta;23.291;13.940;Sim;;Não;2.292.000,00;;;36.519.242,40;Não;;;;;;Sim;;Não;;;;49;164,42
290510;Caém;BA;Nordeste    ;;2020;29051040;Prefeitura Municipal de Caém;PMC;Administração pública direta;9.058;3.193;Não;;Não;1.007.400,00;;;27.621.138,94;Não;;;;;;Não;;Não;;;;32;315,5
290520;Caetité;BA;Nordeste    ;;2020;29052040;SECRETARIA MUNICIPAL DE MEIO AMBIENTE E LIMPEZA PÚBLICA;SEMMA;Administração pública direta;51.081;30.582;Sim;30.582;Não;1.497.065,05;;;117.350.506,00;Não;;;;;;Sim;;Não;;;;0;48,95
290540;Cairu;BA;Nordeste    ;;2020;29054040;Secretaria de Administração;SECADM;Administração pública direta;18.427;9.765;Não;;Não;8.470.224,00;;;79.298.627,49;Não;;;;;;Não;;Não;;;;126;867,41
290560;Camacan;BA;Nordeste    ;;2020;29056040;PREFEITURA MUNICIPAL DE CAMACÃ;PMC;Administração pública direta;32.006;25.104;Sim;;Não;3.005.000,00;;;80.027.000,00;Não;;;;Sim;;Não;;Sim;dez/13;Municipal;;0;119,7
290570;Camaçari;BA;Nordeste    ;RM Salvador;2020;29057040;Limpec - Limpeza Pública de Camaçari;LIMPEC;Empresa pública;304.302;290.529;Sim;;Sim;80.736.142,25;18.622.213,00;15.285.904,73;1.229.344.151,84;Não;;;Sim;;;Não;;Sim;;Municipal;;768;277,89
290580;Camamu;BA;Nordeste    ;;2020;29058040;Prefeitura Municipal;PM;Administração pública direta;35.382;15.708;Não;;Não;5.481.060,00;;;77.206.728,70;Não;;;;;;Não;;Não;;;;104;348,93
290610;Canápolis;BA;Nordeste    ;;2020;29061040;Prefeitura Municipal de Canápolis;PMC;Administração pública direta;9.703;3.325;Não;;Não;193.020,00;;;24.399.324,39;Não;;;;;;Não;;Não;;;;12;58,05
290660;Candiba;BA;Nordeste    ;;2020;29066040;Prefeitura Municipal de Candiba;BA;Administração pública direta;14.368;8.402;Sim;3.400;Não;1.158.040,94;;;34.369.565,86;Não;;;;;;Sim;;Não;;;;49;137,83
290682;Canudos;BA;Nordeste    ;;2020;29068240;PREFEITURA MUNICIPAL DE CANUDOS;PMC;Administração pública direta;16.753;9.262;Não;;Não;1.302.095,04;;;42.614.118,68;Não;;;Não;;;Não;;Não;;;;0;140,58
290685;Capela do Alto Alegre;BA;Nordeste    ;;2020;29068540;PREFEITURA MUNICIPAL DE CAPELA DO ALTO ALEGRE PMCAA;PMCAA;Administração pública direta;11.616;5.638;Não;;Não;1.329.990,48;;;32.127.165,76;;;;;;;Não;;Não;;;;36;235,9
290687;Capim Grosso;BA;Nordeste    ;;2020;29068740;PREFEITURA MUNICIPAL DE CAPIM GROSSO;PMCG;Administração pública direta;30.862;25.271;Não;;Não;2.793.028,04;;;75.879.452,00;Não;;;Sim;Sim;O primeiro ano previsto para as metas é posterior a este ano de referência;Não;;Não;;;;56;110,52
290690;Caravelas;BA;Nordeste    ;;2020;29069040;PREFEITURA MUNICIPAL DE CARAVELAS;BA;Administração pública direta;22.093;11.668;Não;;Não;580.000,00;;;78.000.000,00;Não;;;Não;Não;;Não;;Sim;jun/11;Municipal;;0;49,71
290710;Carinhanha;BA;Nordeste    ;;2020;29071040;PREFEITURA MUNICIPAL DE CARINHANHA;PMC;Administração pública direta;29.070;12.891;Sim;;Não;2.607.159,16;;;64.203.273,11;Não;;;Sim;;;Não;;Não;;;;35;202,25
290720;Casa Nova;BA;Nordeste    ;RIDE Petrolina/Juazeiro - Região Integrada de Desenvolvimento do Pólo Petrolina/PE e Juazeiro/BA;2020;29072040;Prefeitura Municipal de Casa Nova;PMCN;Administração pública direta;72.545;41.940;Não;;Não;1.988.993,93;;;165.777.684,95;Não;;;;;;Não;;Não;;;;0;47,42
290730;Castro Alves;BA;Nordeste    ;;2020;29073040;PREFEITURA MUNICIPAL DE CASTRO ALVES;PMCA;Administração pública direta;26.318;16.248;Não;;Não;1.273.830,00;;;66.139.864,69;Não;;;Não;Sim;Sim;Sim;;Não;;;;0;78,4
290750;Catu;BA;Nordeste    ;;2020;29075040;Secretaria de Serviços Públicos;SESP;Administração pública direta;54.970;46.014;Não;;Não;8.196.926,30;;;129.931.652,07;Não;;;;;;Não;;Sim;nov/16;Municipal;;42;178,14
290755;Caturama;BA;Nordeste    ;;2020;29075540;Prefeitura Municipal de Caturama;PMC;Administração pública direta;9.316;2.501;Não;;Não;136.000,00;;;22.300.071,69;;;;;;;Não;;Não;;;;0;54,38
290760;Central;BA;Nordeste    ;;2020;29076040;PREFEITURA MUNICIPAL DE CENTRAL;PMC;Administração pública direta;17.280;8.285;Não;;Não;2.460.000,00;;;41.000.000,00;Não;;;;;;Não;;Não;;;;56;296,92
290770;Chorrochó;BA;Nordeste    ;;2020;29077040;SECRETARIA DE OBRAS E INFRAESTRUTURA;SECINFRA;Administração pública direta;11.200;2.745;Não;;Não;1.369.333,33;;;36.250.411,33;Não;;;;;;Não;;Não;;;;37;498,85
290780;Cícero Dantas;BA;Nordeste    ;;2020;29078040;Prefeitura Municipal de Cícero Dantas;PMCD;Administração pública direta;32.576;17.877;Sim;6.456;Não;3.655.224,92;;;66.809.746,03;Não;;;;;;Não;;Não;;;;70;204,47
290790;Cipó;BA;Nordeste    ;;2020;29079040;Secretaria de Agricultura, Aquicultura Meio Ambiente e Desenvolvimento Sustentavel;seamades;Administração pública direta;17.352;12.431;Não;;Não;2.200.000,00;;;23.900.000,00;Não;;;;;;Não;;Não;;;;30;176,98
290800;Coaraci;BA;Nordeste    ;;2020;29080040;PREFEITURA MUNICIPAL DE COARACi;PMC;Administração pública direta;16.549;15.101;Não;;Não;181.800,20;;;4.261.536,64;Não;;;Sim;Sim;Sim;Sim;;Não;;;;0;12,04
290820;Conceição da Feira;BA;Nordeste    ;;2020;29082040;Secretaria Municipal de Infraestrutura;SEAPMA;Administração pública direta;22.762;14.665;Não;;Não;1.231.653,70;;;51.000.000,00;Não;;;Sim;Sim;Sim;Sim;;Sim;jan/18;Municipal;;6;83,99
290840;Conceição do Coité;BA;Nordeste    ;;2020;29084040;PREFEITURA MUNICIPAL DE CONCEIÇÃO DO COITÉ;PMCC;Administração pública direta;67.013;39.186;Sim;2.000;Não;5.064.638,06;;;108.797.797,14;;;;;;;Sim;;Sim;;Municipal;;67;129,25
290850;Conceição do Jacuípe;BA;Nordeste    ;;2020;29085040;Município de Conceição do Jacuipe;PMCJ;Administração pública direta;33.398;26.098;Não;;Não;5.948.535,52;;;94.723.345,29;Não;;;Não;Sim;Não;Sim;;Sim;ago/14;Municipal;;65;227,93
290860;Conde;BA;Nordeste    ;;2020;29086040;Secretaria de Obras e Serviços Urbanos;SEMOE;Administração pública direta;26.035;13.369;Não;;Não;1.222.650,50;;;71.705.105,01;Não;;;Sim;Sim;Sim;Não;;Sim;ago/17;Municipal;;0;91,45
290880;Contendas do Sincorá;BA;Nordeste    ;;2020;29088040;Prefeitura Municipal de Contendas do Sincorá;PMCS;Administração pública direta;4.045;1.993;Não;;Não;595.622,79;;;16.355.900,12;Não;;;;Sim;O primeiro ano previsto para as metas é posterior a este ano de referência;Não;;Sim;out/18;Municipal;;27;298,86
290890;Coração de Maria;BA;Nordeste    ;;2020;29089040;Secretaria de Desenvolvimento Econômico e Meio Ambiente;SEMDEMA;Administração pública direta;22.495;9.439;Não;;Não;2.484.000,00;;;65.498.796,12;Não;;;Sim;Sim;Sim;Não;;Sim;jun/17;Municipal;;0;263,16
290900;Cordeiros;BA;Nordeste    ;;2020;29090040;Prefeitura Municipal de Cordeiros;PMC;Administração pública direta;8.642;2.699;Não;;Não;338.801,00;;;19.142.780,00;Não;;;;;;Não;;Não;;;;0;125,53
290910;Coribe;BA;Nordeste    ;;2020;29091040;PREFEITURA MUNICIPAL DE CORIBE;PMC;Administração pública direta;14.149;6.073;Não;;Não;1.980.814,29;;;45.945.887,12;Não;;;Sim;Sim;Não;Não;;Sim;jul/17;Municipal;;49;326,17
290920;Coronel João Sá;BA;Nordeste    ;;2020;29092040;SECRETARIA DE AGRICULTURA E MEIO AMBIENTE;SECMA;Administração pública direta;15.717;6.486;Não;;Não;1.378.068,00;;;84.812.290,04;;;;;;;Não;;Não;;;;0;212,47
290930;Correntina;BA;Nordeste    ;;2020;29093040;Prefeitura Municipal de Correntina;PMC;Administração pública direta;32.191;12.984;Não;;Não;2.404.725,14;;;146.468.342,97;;;;;;;Não;;Sim;;Municipal;;88;185,21
290940;Cotegipe;BA;Nordeste    ;;2020;29094040;PREFEITURA MUNICIPAL DE COTEGIPE;PMC;Administração pública direta;13.769;6.713;Não;;Não;748.119,84;;;41.809.687,04;;;;;;;Não;;Sim;;Municipal;;0;111,44
290950;Cravolândia;BA;Nordeste    ;;2020;29095040;SERVIÇO DE LIMPEZA URBANA;PMC;Administração pública direta;5.351;3.376;Não;;Não;317.902,88;;;20.170.432,00;;;;;;;Não;;Não;;;;14;94,17
290960;Crisópolis;BA;Nordeste    ;;2020;29096040;Prefeitura Municipal de Crisopolis;PMC;Empresa pública;21.163;9.092;Não;;Não;917.950,00;;;48.608.183,01;;;;;;;Não;;Não;;;;20;100,96
290970;Cristópolis;BA;Nordeste    ;;2020;29097040;Prefeitura Municipal de Cristópolis;PMC;Sociedade de economia mista com administração pública;13.947;3.290;Não;;Não;50.000,00;;;600.000,00;;;;;;;Não;;Não;;;;0;15,2
290980;Cruz das Almas;BA;Nordeste    ;;2020;29098040;Prefeitura Municipal de Cruz Das Almas;PMCA;Administração pública direta;63.591;54.128;Não;;Não;7.428.479,40;;;159.434.584,54;Não;;;Não;Sim;;Não;;Não;;;;42;137,24
290990;Curaçá;BA;Nordeste    ;RIDE Petrolina/Juazeiro - Região Integrada de Desenvolvimento do Pólo Petrolina/PE e Juazeiro/BA;2020;29099040;PREFEITURA MUNICIPAL DE CURAÇÁ BAHIA;PMC;Administração pública direta;34.886;14.878;Não;;Não;2.295.000,00;;;98.000.000,00;Não;;;;;;Não;;Não;;;;0;154,25
291005;Dias d Ávila;BA;Nordeste    ;RM Salvador;2020;29100540;LIMPEZA PÚBLICA DE DIAS D'ÁVILA;LIMPEDD;Administração pública direta;82.432;77.510;Não;;Sim;6.640.567,90;870.000,00;497.730,37;203.300.485,07;Não;;;Sim;Sim;Sim;Não;;Não;;;;38;85,67
291010;Dom Basílio;BA;Nordeste    ;;2020;29101040;SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO E GOVERNO;SMAG;Administração pública direta;12.240;2.416;Não;;Não;911.891,60;;;32.119.387,84;Não;;;;;;Sim;;Não;;;;16;377,44
291020;Dom Macedo Costa;BA;Nordeste    ;;2020;29102040;PREFEITURA MUNCIPAL DE DOM MACEDO COSTA;PMDMC;Administração pública direta;4.065;1.848;Não;;Não;632.000,00;;;13.000.000,00;Não;;;;;;Não;;Sim;jan/19;Municipal;;21;341,99
291030;Elísio Medrado;BA;Nordeste    ;;2020;29103040;Prefeitura Municipal;PM;Administração pública direta;8.126;3.321;Sim;3.000;Não;860.000,00;;;23.500.000,00;;;;;;;Não;;Não;;;;12;258,96
291040;Encruzilhada;BA;Nordeste    ;;2020;29104040;PREFEITURA MUNICIPAL DE ENCRUZILHADA;PME;Administração pública direta;16.446;3.550;Não;;Não;1.547.729,64;;;54.568.558,59;Não;;;;;;Não;;Não;;;;0;435,98
291060;Esplanada;BA;Nordeste    ;;2020;29106040;Secretaria Municipal de Obras e Serviços Públicos;SMOSP;Administração pública direta;37.578;23.854;Não;;Não;4.055.637,95;;;69.415.075,00;Não;;;;;;Não;;Não;;;;0;170,02
291072;Eunápolis;BA;Nordeste    ;;2020;29107240;PREFEITURA MUNICIPAL DE EUNÁPOLIS;EUNÁPOLIS;Administração pública direta;114.396;106.652;Não;;Não;9.000.000,00;;;333.267.000,00;Não;;;;;;Não;;Não;;;;0;84,39
291080;Feira de Santana;BA;Nordeste    ;;2020;29108040;SESP - SECRETARIA MUNICIPAL DE SERVIÇOS PÚBLICOS;SESP;Administração pública direta;619.609;568.398;Não;;Não;53.171.019,83;;;1.057.379.171,83;Não;;;Sim;Sim;Sim;Não;;Sim;dez/17;Municipal;;703;93,55
291100;Floresta Azul;BA;Nordeste    ;;2020;29110040;Prefeitura Municipal de Floresta azul;PMFA;Administração pública direta;10.575;7.284;Não;;Não;933.261,00;;;25.486.276,13;Não;;;;;;Sim;;Não;;;;0;128,12
291110;Formosa do Rio Preto;BA;Nordeste    ;;2020;29111040;Prefeitura Municipal de Formosa do Rio Preto;PMFRP;Administração pública direta;25.857;15.664;Não;;Não;2.344.560,00;;;118.507.592,73;Não;;;;;;Não;;Não;;;;45;149,68
291120;Gandu;BA;Nordeste    ;;2020;29112040;Prefeitura Municipal de Gandu;PMG;Administração pública direta;32.596;26.699;Não;;Não;3.316.493,88;;;48.950.000,00;Não;;;;;;Não;;Não;;;;52;124,22
291130;Gentio do Ouro;BA;Nordeste    ;;2020;29113040;PREFEITURA MUNICIPAL DE GENTIO DO OURO;PM;Administração pública direta;11.259;5.671;Não;;Não;843.180,00;;;24.803.675,00;;;;;;;Não;;Não;;;;47;148,68
291140;Glória;BA;Nordeste    ;;2020;29114040;Prefeitura Municipal de Glória;PMG;Administração pública direta;15.234;2.857;Não;;Não;1.000.456,80;;;10.184.039,00;Não;;;;;;Não;;Não;;;;16;350,18
291150;Gongogi;BA;Nordeste    ;;2020;29115040;PREFEITURA MUNICIPAL DE GONGOGI;PMG;Administração pública direta;6.985;4.478;Não;;Não;304.200,00;;;5.000.000,00;;;;;;;Não;;Não;;;;1;67,93
291160;Governador Mangabeira;BA;Nordeste    ;;2020;29116040;Secretaria Municipal de Serviços Públicos;SEMSP;Administração pública direta;20.762;7.770;Não;;Não;1.904.466,58;;;49.400.560,32;Não;;;;;;Não;;Não;;;;70;245,11
291165;Guajeru;BA;Nordeste    ;;2020;29116540;Prefeitura Municipal de Guajeru;PMG;Administração pública direta;6.646;1.326;Não;;Não;45.415,50;;;18.503.966,56;Não;;;;;;Não;;Não;;;;0;34,25
291170;Guanambi;BA;Nordeste    ;;2020;29117040;SEC. MUL. DE INFRA ESTRUTURA;SEC. INFRA;Administração pública direta;84.928;67.402;Não;;Não;2.637.854,23;;;221.496.343,12;Não;;;;;;Não;;Não;;;;67;39,14
291185;Heliópolis;BA;Nordeste    ;;2020;29118540;PREFEITURA MUNICIPAL DE HELIÓPOLIS;PMH;Administração pública direta;12.987;5.344;Não;;Não;1.265.943,76;;;16.525.492,86;Não;;;;;;Não;;Não;;;;34;236,89
291210;Ibicaraí;BA;Nordeste    ;;2020;29121040;Prefeitura Municipal;PM;Administração pública direta;21.378;15.753;Não;;Não;2.809.410,52;;;52.394.781,60;Não;;;Sim;Sim;O primeiro ano previsto para as metas é posterior a este ano de referência;Sim;;Sim;ago/20;Municipal;;0;178,34
291220;Ibicoara;BA;Nordeste    ;;2020;29122040;Prefeitura Municipal de Ibicoara;PMI;Administração pública direta;19.786;12.549;Não;;Não;2.070.000,00;;;54.080.785,60;Não;;;;Sim;Não;Sim;;Não;;;;42;164,95
291230;Ibicuí;BA;Nordeste    ;;2020;29123040;Prefeitura Municipal de Ibicuí;PMI;Administração pública direta;16.230;12.301;Não;;Não;1.001.600,00;;;62.235.030,45;Não;;;;;;Não;;Não;;;;0;81,42
291240;Ibipeba;BA;Nordeste    ;;2020;29124040;Secretaria de  Agricultura e Meio Ambiente;SECREAMA;Administração pública direta;18.319;10.824;Não;;Não;2.978.520,00;;;46.131.558,47;Não;;;;;;Não;;Não;;;;70;275,18
291250;Ibipitanga;BA;Nordeste    ;;2020;29125040;Prefeitura Municipal de Ibipitanga;PMI;Administração pública direta;14.947;5.437;Não;;Não;871.338,91;;;34.117.040,18;Não;;;;;;Não;;Sim;ago/14;Municipal;;1;160,26
291260;Ibiquera;BA;Nordeste    ;;2020;29126040;Prefeitura Municipal de Ibiquera;PMI;Administração pública direta;4.046;2.046;Não;;Não;426.600,08;;;15.609.878,36;Não;;;;;;Não;;Não;;;;10;208,5
291270;Ibirapitanga;BA;Nordeste    ;;2020;29127040;Prefeitura Municipal de Ibirapitanga;PMI;Administração pública direta;23.404;6.383;Não;;Não;1.815.000,00;;;48.000.000,00;;;;Sim;Sim;Não;Sim;;Não;;;;37;284,35
291280;Ibirapuã;BA;Nordeste    ;;2020;29128040;Prefeitura Municipal de Ibirapuã;PMIBI;Administração pública direta;8.690;4.950;Não;;Não;720.000,00;;;24.000.000,00;Não;;;;;;Não;;Não;;;;40;145,45
291290;Ibirataia;BA;Nordeste    ;;2020;29129040;Prefeitura Municipal de Ibirataia;PMI;Administração pública direta;14.882;12.367;Não;;Não;2.229.000,00;;;61.446.557,52;;;;;;;Não;;Não;;;;50;180,24
291300;Ibitiara;BA;Nordeste    ;;2020;29130040;Prefeitura Municipal;PM;Administração pública direta;16.403;3.635;Não;;Não;395.000,00;;;36.974.739,89;Não;;;;;;Não;;Não;;;;0;108,67
291310;Ibititá;BA;Nordeste    ;;2020;29131040;Prefeitura Municipal de Ibitita;BAHIA;Empresa pública;17.080;7.983;Não;;Não;255.000,00;;;34.424.187,94;;;;;;;Não;;Não;;;;0;31,94
291345;Igrapiúna;BA;Nordeste    ;;2020;29134540;Prefeitura Municipal de Igrapiúna;PMI;Administração pública direta;13.091;4.194;Não;;Não;301.180,00;;;42.595.635,70;Não;;;;Sim;O primeiro ano previsto para as metas é posterior a este ano de referência;Não;;Não;;;;0;71,81
291360;Ilhéus;BA;Nordeste    ;;2020;29136040;SECRETARIA DE SERVIÇOS URBANOS;SECSURB;Administração pública direta;159.923;134.789;Não;;Sim;26.000.000,00;4.000.000,00;2.600.000,00;524.025.785,56;Não;;;;;;Não;;Não;;;;0;192,89
291370;Inhambupe;BA;Nordeste    ;;2020;29137040;Secretária de Infraestrutura Serviço Público;SEINFRA;Administração pública direta;40.333;17.369;Não;;Não;556.970,00;;;16.457.853,00;;;;;;;Não;;Não;;;;55;32,07
291390;Ipiaú;BA;Nordeste    ;;2020;29139040;Prefeitura Municipal de Ipiaú;PM;Administração pública direta;45.922;41.778;Não;;Não;5.333.536,55;;;86.280.249,90;Não;;;;;;Não;;Não;;;;95;127,66
291400;Ipirá;BA;Nordeste    ;;2020;29140040;Secretaria de Infraestrutura;SEINFRA;Administração pública direta;59.435;29.054;Não;;Não;5.226.940,00;;;70.199.874,01;Não;;;;;;Não;;Não;;;;140;179,9
